File,Line Index,Original Class,Modified Class
/content/testset/Chess-Pieces-6/train/labels/8f84f1945fd993facc3368d13345f333_jpg.rf.899f48fea6cd6924080c551e4e6d3f76.txt,3,5,8
/content/testset/Chess-Pieces-6/train/labels/ef1d425fd5370fbf8b7adea43b755304_jpg.rf.6194314b13336bb21f8084ebb9fa235b.txt,8,4,12
/content/testset/Chess-Pieces-6/train/labels/ef1d425fd5370fbf8b7adea43b755304_jpg.rf.6194314b13336bb21f8084ebb9fa235b.txt,19,10,6
/content/testset/Chess-Pieces-6/train/labels/871597c145446cf58c1c2dd7db988864_jpg.rf.e24d65ac3006b28ee529b27774c76612.txt,0,11,9
/content/testset/Chess-Pieces-6/train/labels/871597c145446cf58c1c2dd7db988864_jpg.rf.e24d65ac3006b28ee529b27774c76612.txt,4,9,3
/content/testset/Chess-Pieces-6/train/labels/ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.d7fa6f98fb2a4533286c021ed4a2185f.txt,5,10,0
/content/testset/Chess-Pieces-6/train/labels/ca869123d8a0cbcc6e54f4a445e5a78a_jpg.rf.d7fa6f98fb2a4533286c021ed4a2185f.txt,16,4,9
/content/testset/Chess-Pieces-6/train/labels/a9987cf6cc5c6545818ec294d4a5bb9b_jpg.rf.44c4d1ffc6dfc022ec781c16296268f6.txt,6,10,6
/content/testset/Chess-Pieces-6/train/labels/ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.6f5ea23fcb287720a4551b08926e9386.txt,5,4,3
/content/testset/Chess-Pieces-6/train/labels/ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.6f5ea23fcb287720a4551b08926e9386.txt,9,3,7
/content/testset/Chess-Pieces-6/train/labels/ec4c30d88ecc70b6a3e76dbd9b17324a_jpg.rf.a6bc891e85644475c3d64bbed64f370f.txt,3,5,6
/content/testset/Chess-Pieces-6/train/labels/ec4c30d88ecc70b6a3e76dbd9b17324a_jpg.rf.a6bc891e85644475c3d64bbed64f370f.txt,6,9,11
/content/testset/Chess-Pieces-6/train/labels/ec4c30d88ecc70b6a3e76dbd9b17324a_jpg.rf.a6bc891e85644475c3d64bbed64f370f.txt,22,10,12
/content/testset/Chess-Pieces-6/train/labels/f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.fe759dba3c40aab2c578930a080aafb5.txt,1,2,4
/content/testset/Chess-Pieces-6/train/labels/f52e1873b8583f8bf4f7ddf6e9649f07_jpg.rf.fe759dba3c40aab2c578930a080aafb5.txt,8,8,6
/content/testset/Chess-Pieces-6/train/labels/48d3c59a99b2b5a5b9f1eb7d5ba63b60_jpg.rf.60a2fe454b356590a59e24b31dc43b63.txt,0,6,5
/content/testset/Chess-Pieces-6/train/labels/48d3c59a99b2b5a5b9f1eb7d5ba63b60_jpg.rf.60a2fe454b356590a59e24b31dc43b63.txt,2,2,10
/content/testset/Chess-Pieces-6/train/labels/3e8fb24addda1a0945bd6b7777bc4018_jpg.rf.693460437e7a74faaa596d363feb7167.txt,10,4,2
/content/testset/Chess-Pieces-6/train/labels/3e8fb24addda1a0945bd6b7777bc4018_jpg.rf.693460437e7a74faaa596d363feb7167.txt,19,10,5
/content/testset/Chess-Pieces-6/train/labels/dd6b5c3cb2d7e77f38f1dfeb2bff0431_jpg.rf.dadf45b068f3363ea77ff9bb6e33807b.txt,9,7,12
/content/testset/Chess-Pieces-6/train/labels/dd6b5c3cb2d7e77f38f1dfeb2bff0431_jpg.rf.dadf45b068f3363ea77ff9bb6e33807b.txt,12,4,5
/content/testset/Chess-Pieces-6/train/labels/dd6b5c3cb2d7e77f38f1dfeb2bff0431_jpg.rf.dadf45b068f3363ea77ff9bb6e33807b.txt,27,9,3
/content/testset/Chess-Pieces-6/train/labels/IMG_0296_JPG.rf.95ccf58cf463ffadb341061c4f959879.txt,0,2,0
/content/testset/Chess-Pieces-6/train/labels/IMG_0167_JPG.rf.0f78ee6936e73495de7d8de4a328e0bc.txt,0,5,4
/content/testset/Chess-Pieces-6/train/labels/IMG_0167_JPG.rf.0f78ee6936e73495de7d8de4a328e0bc.txt,6,4,9
/content/testset/Chess-Pieces-6/train/labels/IMG_0167_JPG.rf.0f78ee6936e73495de7d8de4a328e0bc.txt,7,4,5
/content/testset/Chess-Pieces-6/train/labels/3bab0eaaeb63a2ac9ae4942df4006a25_jpg.rf.304d93a706034b9c1b62ac8021fabcb7.txt,11,4,6
/content/testset/Chess-Pieces-6/train/labels/3bab0eaaeb63a2ac9ae4942df4006a25_jpg.rf.304d93a706034b9c1b62ac8021fabcb7.txt,18,7,6
/content/testset/Chess-Pieces-6/train/labels/3bab0eaaeb63a2ac9ae4942df4006a25_jpg.rf.304d93a706034b9c1b62ac8021fabcb7.txt,20,9,7
/content/testset/Chess-Pieces-6/train/labels/81f5c542ffe0f9eae4df59d29acbcced_jpg.rf.c500ab156ffc776f3832b9a3d6c03733.txt,8,10,12
/content/testset/Chess-Pieces-6/train/labels/81f5c542ffe0f9eae4df59d29acbcced_jpg.rf.c500ab156ffc776f3832b9a3d6c03733.txt,10,6,11
/content/testset/Chess-Pieces-6/train/labels/040f2bcba5afce3afafdd5bbf36d2ca5_jpg.rf.88409ce9e7cc32bfe256e6fc28d94dce.txt,1,7,1
/content/testset/Chess-Pieces-6/train/labels/IMG_0294_JPG.rf.0aed48c68915d2fe9ee4311f07bb00af.txt,7,6,0
/content/testset/Chess-Pieces-6/train/labels/22e74efb18b2d88fba63d25a61bf5f97_jpg.rf.13a970517fac6f3d45f5d3e9f4ff9008.txt,5,4,0
/content/testset/Chess-Pieces-6/train/labels/22e74efb18b2d88fba63d25a61bf5f97_jpg.rf.13a970517fac6f3d45f5d3e9f4ff9008.txt,10,12,6
/content/testset/Chess-Pieces-6/train/labels/a5c65b40e0be3480c0ecfacaab399a87_jpg.rf.2fb51fa2e2a7e7e1235a585cc3b4bda8.txt,4,4,6
/content/testset/Chess-Pieces-6/train/labels/a5c65b40e0be3480c0ecfacaab399a87_jpg.rf.2fb51fa2e2a7e7e1235a585cc3b4bda8.txt,13,7,11
/content/testset/Chess-Pieces-6/train/labels/a4028b2361ce7ead654a86b07ac39d52_jpg.rf.37e7fcad689b4608e94b9aa4bfe1d127.txt,13,10,12
/content/testset/Chess-Pieces-6/train/labels/26d663ab5ffbec49f9dc8e592982cfd4_jpg.rf.c4e4e7914aaeb40ee816c3827944a44c.txt,3,11,6
/content/testset/Chess-Pieces-6/train/labels/26d663ab5ffbec49f9dc8e592982cfd4_jpg.rf.c4e4e7914aaeb40ee816c3827944a44c.txt,6,9,12
/content/testset/Chess-Pieces-6/train/labels/871597c145446cf58c1c2dd7db988864_jpg.rf.412213a8cad7922f64f18e8d6a27b5f5.txt,17,4,2
/content/testset/Chess-Pieces-6/train/labels/871597c145446cf58c1c2dd7db988864_jpg.rf.412213a8cad7922f64f18e8d6a27b5f5.txt,18,4,6
/content/testset/Chess-Pieces-6/train/labels/76d01bada90581f55f1ae64c062cafcf_jpg.rf.1e7d3b082b3bb39814d0a527453546cf.txt,7,4,3
/content/testset/Chess-Pieces-6/train/labels/76d01bada90581f55f1ae64c062cafcf_jpg.rf.1e7d3b082b3bb39814d0a527453546cf.txt,15,10,9
/content/testset/Chess-Pieces-6/train/labels/889c420fb266b8d0e817306110042bda_jpg.rf.db714acc1fa00412ea8183c4fba1a9b4.txt,1,8,7
/content/testset/Chess-Pieces-6/train/labels/76dbe2ccf986a2a0d399d3d8a47279ad_jpg.rf.c1a368f43e4bde345e844201ecca31df.txt,17,10,7
/content/testset/Chess-Pieces-6/train/labels/76dbe2ccf986a2a0d399d3d8a47279ad_jpg.rf.c1a368f43e4bde345e844201ecca31df.txt,19,10,2
/content/testset/Chess-Pieces-6/train/labels/9c5fb0c3cfd7b334a247cd87c139e8e6_jpg.rf.88baee56daa31a11765e815c12a6cf63.txt,11,4,9
/content/testset/Chess-Pieces-6/train/labels/9c5fb0c3cfd7b334a247cd87c139e8e6_jpg.rf.88baee56daa31a11765e815c12a6cf63.txt,15,4,11
/content/testset/Chess-Pieces-6/train/labels/9c5fb0c3cfd7b334a247cd87c139e8e6_jpg.rf.88baee56daa31a11765e815c12a6cf63.txt,23,10,8
/content/testset/Chess-Pieces-6/train/labels/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.2d728a41cc1ff4fd95cc0e47bb859743.txt,12,4,3
/content/testset/Chess-Pieces-6/train/labels/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.2d728a41cc1ff4fd95cc0e47bb859743.txt,14,4,9
/content/testset/Chess-Pieces-6/train/labels/1877a28e4c5f5c1ea68aca66f4e85d95_jpg.rf.2d728a41cc1ff4fd95cc0e47bb859743.txt,19,11,9
/content/testset/Chess-Pieces-6/train/labels/3474d785b1b21d68163f56aa00a92bc9_jpg.rf.17a03664bb19719d66a7e8daaa7bc87b.txt,13,9,8
/content/testset/Chess-Pieces-6/train/labels/3474d785b1b21d68163f56aa00a92bc9_jpg.rf.17a03664bb19719d66a7e8daaa7bc87b.txt,15,10,1
/content/testset/Chess-Pieces-6/train/labels/65ba27557c78850168b1df70a3ce4ff7_jpg.rf.9531989dd9301eab9e9feb26b9a3f05e.txt,6,8,1
/content/testset/Chess-Pieces-6/train/labels/9962a4d44388b9008aa0f466e4f4052c_jpg.rf.46ad1b0356ee4a330f6f1da804d49996.txt,12,8,7
/content/testset/Chess-Pieces-6/train/labels/9962a4d44388b9008aa0f466e4f4052c_jpg.rf.46ad1b0356ee4a330f6f1da804d49996.txt,17,10,9
/content/testset/Chess-Pieces-6/train/labels/03d3ff4582c8125d69c19a72f846bec8_jpg.rf.32afe146a8ae36365495ab5e256b8b9c.txt,8,4,3
/content/testset/Chess-Pieces-6/train/labels/03d3ff4582c8125d69c19a72f846bec8_jpg.rf.32afe146a8ae36365495ab5e256b8b9c.txt,9,4,0
/content/testset/Chess-Pieces-6/train/labels/03d3ff4582c8125d69c19a72f846bec8_jpg.rf.32afe146a8ae36365495ab5e256b8b9c.txt,26,10,12
/content/testset/Chess-Pieces-6/train/labels/93557fc861304f7753089c244bc1e33e_jpg.rf.cd0165a1ce3f483662b678f05f7aeed0.txt,1,6,12
/content/testset/Chess-Pieces-6/train/labels/93557fc861304f7753089c244bc1e33e_jpg.rf.cd0165a1ce3f483662b678f05f7aeed0.txt,10,3,10
/content/testset/Chess-Pieces-6/train/labels/65ba27557c78850168b1df70a3ce4ff7_jpg.rf.ba761e286d06d7ac07520035103a520d.txt,3,4,1
/content/testset/Chess-Pieces-6/train/labels/61567b97353acc18ba9e8aac0f111326_jpg.rf.33a897c81763fbd352524e93f731ed05.txt,7,3,10
/content/testset/Chess-Pieces-6/train/labels/61567b97353acc18ba9e8aac0f111326_jpg.rf.33a897c81763fbd352524e93f731ed05.txt,14,4,7
/content/testset/Chess-Pieces-6/train/labels/61567b97353acc18ba9e8aac0f111326_jpg.rf.33a897c81763fbd352524e93f731ed05.txt,21,7,0
/content/testset/Chess-Pieces-6/train/labels/b0f3d66c8be13f5f6aa25b67a06bdcfa_jpg.rf.4043efcef25296ef35bf0c2f12c6e7d8.txt,11,9,6
/content/testset/Chess-Pieces-6/train/labels/b0f3d66c8be13f5f6aa25b67a06bdcfa_jpg.rf.4043efcef25296ef35bf0c2f12c6e7d8.txt,13,10,2
/content/testset/Chess-Pieces-6/train/labels/4d6b667ecbd41ebd603b38848366d9d0_jpg.rf.6479dd30e8f35d845f285e39ee8e6808.txt,7,3,12
/content/testset/Chess-Pieces-6/train/labels/4d6b667ecbd41ebd603b38848366d9d0_jpg.rf.6479dd30e8f35d845f285e39ee8e6808.txt,14,4,3
/content/testset/Chess-Pieces-6/train/labels/4d6b667ecbd41ebd603b38848366d9d0_jpg.rf.6479dd30e8f35d845f285e39ee8e6808.txt,19,7,4
/content/testset/Chess-Pieces-6/train/labels/a4028b2361ce7ead654a86b07ac39d52_jpg.rf.89b84de0a0181c98d004fe58658c7c9e.txt,13,10,7
/content/testset/Chess-Pieces-6/train/labels/81f5c542ffe0f9eae4df59d29acbcced_jpg.rf.8a28bad1f37e06320710f05e7eced380.txt,11,6,8
/content/testset/Chess-Pieces-6/train/labels/81f5c542ffe0f9eae4df59d29acbcced_jpg.rf.8a28bad1f37e06320710f05e7eced380.txt,14,1,7
/content/testset/Chess-Pieces-6/train/labels/c3e9e81ba1540aae7961a4d8d96600ba_jpg.rf.ed021e78509cec9aae181631db19af35.txt,6,4,0
/content/testset/Chess-Pieces-6/train/labels/c3e9e81ba1540aae7961a4d8d96600ba_jpg.rf.ed021e78509cec9aae181631db19af35.txt,15,11,8
/content/testset/Chess-Pieces-6/train/labels/IMG_0295_JPG.rf.ebad4e6f2849c60436d42bccdd0e1a3a.txt,1,12,2
/content/testset/Chess-Pieces-6/train/labels/9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.59ad4a217f02cb408020ae8638eb777d.txt,0,2,7
/content/testset/Chess-Pieces-6/train/labels/9d776e74e90c4f8092b060dd7567e2f8_jpg.rf.59ad4a217f02cb408020ae8638eb777d.txt,8,4,0
/content/testset/Chess-Pieces-6/train/labels/b0f3d66c8be13f5f6aa25b67a06bdcfa_jpg.rf.b8346e548470c3c95ab7bde7abf88ca2.txt,2,5,7
/content/testset/Chess-Pieces-6/train/labels/b0f3d66c8be13f5f6aa25b67a06bdcfa_jpg.rf.b8346e548470c3c95ab7bde7abf88ca2.txt,9,11,9
/content/testset/Chess-Pieces-6/train/labels/f2672cdc28767484b556da3ab6f1003e_jpg.rf.28c78845eca0cee87e707734ce5a3517.txt,6,6,10
/content/testset/Chess-Pieces-6/train/labels/f1ea0167087976926d4fe0aa36b961ce_jpg.rf.814221d2fe362003c491f0bc5095e6d2.txt,3,0,2
/content/testset/Chess-Pieces-6/train/labels/3474d785b1b21d68163f56aa00a92bc9_jpg.rf.ce5b199450c091cb2cf361ca9d9f9fa9.txt,3,4,3
/content/testset/Chess-Pieces-6/train/labels/3474d785b1b21d68163f56aa00a92bc9_jpg.rf.ce5b199450c091cb2cf361ca9d9f9fa9.txt,14,12,3
/content/testset/Chess-Pieces-6/train/labels/ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.3ee3a3e02335ce492b5dfc04a4ceed8f.txt,11,11,6
/content/testset/Chess-Pieces-6/train/labels/ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.3ee3a3e02335ce492b5dfc04a4ceed8f.txt,13,10,6
/content/testset/Chess-Pieces-6/train/labels/beb11566e59775b61f0ca369952067cc_jpg.rf.66b557f7d4c14d567fbd19e93012a780.txt,3,2,9
/content/testset/Chess-Pieces-6/train/labels/beb11566e59775b61f0ca369952067cc_jpg.rf.66b557f7d4c14d567fbd19e93012a780.txt,9,4,10
/content/testset/Chess-Pieces-6/train/labels/beb11566e59775b61f0ca369952067cc_jpg.rf.66b557f7d4c14d567fbd19e93012a780.txt,19,12,4
/content/testset/Chess-Pieces-6/train/labels/ef1d425fd5370fbf8b7adea43b755304_jpg.rf.6692f9ec78f4a77aa108ccaca57fe435.txt,4,8,7
/content/testset/Chess-Pieces-6/train/labels/ef1d425fd5370fbf8b7adea43b755304_jpg.rf.6692f9ec78f4a77aa108ccaca57fe435.txt,7,4,11
/content/testset/Chess-Pieces-6/train/labels/8967433350d3b3043902603430fccaab_jpg.rf.f444ad3b28655e6334603fcf481ec4a6.txt,1,5,12
/content/testset/Chess-Pieces-6/train/labels/8967433350d3b3043902603430fccaab_jpg.rf.f444ad3b28655e6334603fcf481ec4a6.txt,26,10,1
/content/testset/Chess-Pieces-6/train/labels/8967433350d3b3043902603430fccaab_jpg.rf.f444ad3b28655e6334603fcf481ec4a6.txt,27,10,12
/content/testset/Chess-Pieces-6/train/labels/a9768de3fceeeae2618f362870fb9a88_jpg.rf.b95a64370aa49789051857e8c05abadc.txt,17,8,1
/content/testset/Chess-Pieces-6/train/labels/a9768de3fceeeae2618f362870fb9a88_jpg.rf.b95a64370aa49789051857e8c05abadc.txt,26,10,2
/content/testset/Chess-Pieces-6/train/labels/a9768de3fceeeae2618f362870fb9a88_jpg.rf.b95a64370aa49789051857e8c05abadc.txt,29,10,3
/content/testset/Chess-Pieces-6/train/labels/8de03901c64a80070048ead3fb0d32bd_jpg.rf.ea7dd31b1eb15aaca1f7f6523527cf4a.txt,17,11,1
/content/testset/Chess-Pieces-6/train/labels/8de03901c64a80070048ead3fb0d32bd_jpg.rf.ea7dd31b1eb15aaca1f7f6523527cf4a.txt,20,7,1
/content/testset/Chess-Pieces-6/train/labels/8de03901c64a80070048ead3fb0d32bd_jpg.rf.ea7dd31b1eb15aaca1f7f6523527cf4a.txt,22,10,12
/content/testset/Chess-Pieces-6/train/labels/03d3ff4582c8125d69c19a72f846bec8_jpg.rf.fd99f83966aee19c8809a7a872267a25.txt,4,3,0
/content/testset/Chess-Pieces-6/train/labels/03d3ff4582c8125d69c19a72f846bec8_jpg.rf.fd99f83966aee19c8809a7a872267a25.txt,14,4,12
/content/testset/Chess-Pieces-6/train/labels/03d3ff4582c8125d69c19a72f846bec8_jpg.rf.fd99f83966aee19c8809a7a872267a25.txt,15,4,1
/content/testset/Chess-Pieces-6/train/labels/d795f84f39716798482fb2937868ed8a_jpg.rf.eebdca9f5c3323f4bf66ba6f6f701c61.txt,7,4,6
/content/testset/Chess-Pieces-6/train/labels/d795f84f39716798482fb2937868ed8a_jpg.rf.eebdca9f5c3323f4bf66ba6f6f701c61.txt,11,4,2
/content/testset/Chess-Pieces-6/train/labels/IMG_0292_JPG.rf.771f0b208f6399f9ed30c64b7995890b.txt,2,10,3
/content/testset/Chess-Pieces-6/train/labels/1a530d578f3f0bf3497bfeff3d953025_jpg.rf.134dbb6f5157481a405b5651cc67ec2f.txt,1,12,2
/content/testset/Chess-Pieces-6/train/labels/1a530d578f3f0bf3497bfeff3d953025_jpg.rf.134dbb6f5157481a405b5651cc67ec2f.txt,2,7,0
/content/testset/Chess-Pieces-6/train/labels/1a530d578f3f0bf3497bfeff3d953025_jpg.rf.134dbb6f5157481a405b5651cc67ec2f.txt,17,2,0
/content/testset/Chess-Pieces-6/train/labels/4939035108d04ee672570a7cc937e270_jpg.rf.c2dbb5d9e4db909ef9459d46824ff4a8.txt,19,7,0
/content/testset/Chess-Pieces-6/train/labels/4939035108d04ee672570a7cc937e270_jpg.rf.c2dbb5d9e4db909ef9459d46824ff4a8.txt,23,12,5
/content/testset/Chess-Pieces-6/train/labels/4939035108d04ee672570a7cc937e270_jpg.rf.c2dbb5d9e4db909ef9459d46824ff4a8.txt,29,10,6
/content/testset/Chess-Pieces-6/train/labels/969daa72bd7804ea1212e191820249b0_jpg.rf.6d9a4019e6fa4aaac40fece5567460aa.txt,4,7,3
/content/testset/Chess-Pieces-6/train/labels/IMG_0292_JPG.rf.06a2f780c11eada5a73f0a40da17e2a2.txt,9,4,7
/content/testset/Chess-Pieces-6/train/labels/ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.34cb97369fcfdfbcbe79e442598f201a.txt,9,3,0
/content/testset/Chess-Pieces-6/train/labels/ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.34cb97369fcfdfbcbe79e442598f201a.txt,10,9,2
/content/testset/Chess-Pieces-6/train/labels/beb11566e59775b61f0ca369952067cc_jpg.rf.14adc7698fae548c79474f891dd4eb0e.txt,11,4,0
/content/testset/Chess-Pieces-6/train/labels/beb11566e59775b61f0ca369952067cc_jpg.rf.14adc7698fae548c79474f891dd4eb0e.txt,15,3,4
/content/testset/Chess-Pieces-6/train/labels/beb11566e59775b61f0ca369952067cc_jpg.rf.14adc7698fae548c79474f891dd4eb0e.txt,21,7,4
/content/testset/Chess-Pieces-6/train/labels/c3e9e81ba1540aae7961a4d8d96600ba_jpg.rf.fe1fc3f7c1ed76f8dbc2ecf62a6fcf05.txt,3,4,11
/content/testset/Chess-Pieces-6/train/labels/c3e9e81ba1540aae7961a4d8d96600ba_jpg.rf.fe1fc3f7c1ed76f8dbc2ecf62a6fcf05.txt,17,7,0
/content/testset/Chess-Pieces-6/train/labels/36066ba85572ce99198f1a21c2c8bbff_jpg.rf.04249d8f8e3803dd9585197796e8ff40.txt,17,12,11
/content/testset/Chess-Pieces-6/train/labels/36066ba85572ce99198f1a21c2c8bbff_jpg.rf.04249d8f8e3803dd9585197796e8ff40.txt,19,7,12
/content/testset/Chess-Pieces-6/train/labels/36066ba85572ce99198f1a21c2c8bbff_jpg.rf.04249d8f8e3803dd9585197796e8ff40.txt,28,10,11
/content/testset/Chess-Pieces-6/train/labels/d795f84f39716798482fb2937868ed8a_jpg.rf.ea556525929e55937bb0a937a52d0179.txt,15,11,10
/content/testset/Chess-Pieces-6/train/labels/d795f84f39716798482fb2937868ed8a_jpg.rf.ea556525929e55937bb0a937a52d0179.txt,21,10,4
/content/testset/Chess-Pieces-6/train/labels/1728cd731489df8bb8e0396e178fe393_jpg.rf.d5b84f66344f09651b6635e65f7c75c6.txt,4,11,3
/content/testset/Chess-Pieces-6/train/labels/1595777dfa66e954ae23655743e24809_jpg.rf.79df7a003b3cb111a21b95e7b8eadbcd.txt,0,2,0
/content/testset/Chess-Pieces-6/train/labels/IMG_0166_JPG.rf.20824eb4214f9a0d26661a207ec9fc75.txt,4,1,9
/content/testset/Chess-Pieces-6/train/labels/IMG_0166_JPG.rf.20824eb4214f9a0d26661a207ec9fc75.txt,20,9,0
/content/testset/Chess-Pieces-6/train/labels/IMG_0166_JPG.rf.20824eb4214f9a0d26661a207ec9fc75.txt,24,10,4
